Name,URL
Анатолій Шиян,https://uk.wikipedia.org/wiki/%D0%A8%D0%B8%D1%8F%D0%BD_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Володимир Єшкілєв,https://uk.wikipedia.org/wiki/%D0%84%D1%88%D0%BA%D1%96%D0%BB%D1%94%D0%B2_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9B%D1%8C%D0%B2%D0%BE%D0%B2%D0%B8%D1%87
Михайло Коцюбинський,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%86%D1%8E%D0%B1%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87
Микола Дмитренко,https://uk.wikipedia.org/wiki/%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Андрій Химко,https://uk.wikipedia.org/wiki/%D0%A5%D0%B8%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Юрій Косач,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%81%D0%B0%D1%87_%D0%AE%D1%80%D1%96%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87
Володимир Горбатько,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B1%D0%B0%D1%82%D1%8C%D0%BA%D0%BE_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9A%D1%83%D0%B7%D1%8C%D0%BC%D0%B8%D1%87
Ганна Яновська,https://uk.wikipedia.org/wiki/%D0%AF%D0%BD%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B0_%D0%93%D0%B0%D0%BD%D0%BD%D0%B0
Леонід Смілянський,https://uk.wikipedia.org/wiki/%D0%A1%D0%BC%D1%96%D0%BB%D1%8F%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Леопольд Ященко,https://uk.wikipedia.org/wiki/%D0%AF%D1%89%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9B%D0%B5%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C%D0%B4_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Тимофій Гаврилів,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D0%B2%D1%80%D0%B8%D0%BB%D1%96%D0%B2_%D0%A2%D0%B8%D0%BC%D0%BE%D1%84%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87
Іван Огієнко,https://uk.wikipedia.org/wiki/%D0%86%D0%BB%D0%B0%D1%80%D1%96%D0%BE%D0%BD_(%D0%9E%D0%B3%D1%96%D1%94%D0%BD%D0%BA%D0%BE)
Юрій Сорока,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D1%80%D0%BE%D0%BA%D0%B0_%D0%AE%D1%80%D1%96%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87
Василь Шевчук,https://uk.wikipedia.org/wiki/%D0%A8%D0%B5%D0%B2%D1%87%D1%83%D0%BA_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C
